id_maquina,antiguedad_anios,uso_semanal_h,temperatura_op_c,material,planta,turno,lote,proveedor,requiere_inspeccion
MQ-0121,8.9,27.1,52.0,acero,Canelones,tarde,L-2,PR-06,0
MQ-0896,8.4,31.6,65.3,acero,Canelones,noche,L-5,PR-11,1
MQ-1000,1.4,54.7,58.6,aluminio,Rivera,tarde,L-1,PR-03,1
MQ-0779,3.8,47.5,53.8,aluminio,Montevideo,noche,L-3,PR-09,0
MQ-0063,7.1,46.7,74.1,acero,Rivera,tarde,L-2,PR-08,0
MQ-0914,17.9,53.0,64.0,acero,Salto,tarde,L-5,PR-02,0
MQ-0454,11.3,47.5,69.8,polímero,Rivera,noche,L-2,PR-09,1
MQ-0516,8.7,50.7,65.1,acero,Paysandú,mañana,L-2,PR-05,1
MQ-0571,6.4,35.7,40.6,acero,Rivera,mañana,L-3,PR-08,1
MQ-0224,10.9,27.9,51.7,acero,Paysandú,mañana,L-3,PR-08,1
MQ-0614,2.6,78.2,66.3,acero,Rivera,tarde,L-1,PR-09,0
MQ-0222,5.2,29.0,57.4,aluminio,Montevideo,tarde,L-1,PR-04,0
MQ-0758,4.7,55.2,55.2,aluminio,Salto,tarde,L-4,PR-04,1
MQ-0800,7.4,46.5,51.5,acero,Montevideo,tarde,L-3,PR-04,0
MQ-0466,5.4,40.0,46.0,polímero,Canelones,mañana,L-1,PR-10,0
MQ-0053,3.4,62.2,52.7,acero,Rivera,tarde,L-1,PR-02,0
MQ-1169,7.2,47.0,68.1,polímero,Montevideo,noche,L-3,PR-05,0
MQ-0486,7.2,65.3,72.2,polímero,Salto,tarde,L-4,PR-02,0
MQ-1144,10.8,48.9,43.0,aluminio,Salto,mañana,L-1,PR-03,1
MQ-0922,9.0,44.2,59.2,acero,Rivera,noche,L-2,PR-01,1
MQ-0156,18.0,39.2,67.1,aluminio,Rivera,tarde,L-4,PR-08,1
MQ-1196,0.9,58.2,56.6,acero,Montevideo,tarde,L-4,PR-05,0
MQ-0601,6.3,34.4,65.7,polímero,Montevideo,mañana,L-5,PR-05,0
MQ-0882,11.9,50.3,64.7,acero,Montevideo,tarde,L-6,PR-01,1
MQ-0249,13.5,64.7,69.6,polímero,Montevideo,mañana,L-1,PR-03,1
MQ-0442,6.1,39.0,44.2,aluminio,Rivera,noche,L-2,PR-09,0
MQ-0985,6.5,50.7,39.0,aluminio,Canelones,tarde,L-2,PR-06,1
MQ-1186,17.8,53.7,56.4,aluminio,Rivera,tarde,L-3,PR-09,1
MQ-0543,7.5,37.2,48.6,aluminio,Canelones,mañana,L-1,PR-11,0
MQ-0118,7.2,8.0,53.8,aluminio,Paysandú,tarde,L-1,PR-04,0
MQ-0730,6.5,66.4,65.9,acero,Montevideo,mañana,L-3,PR-07,0
MQ-0629,9.6,8.0,51.6,acero,Paysandú,mañana,L-6,PR-11,1
MQ-1165,3.8,39.0,49.3,aluminio,Paysandú,tarde,L-1,PR-01,0
MQ-1151,7.1,43.6,50.0,acero,Salto,mañana,L-6,PR-10,0
MQ-0292,7.0,40.9,43.2,polímero,Canelones,noche,L-2,PR-12,0
MQ-1045,2.1,30.9,50.9,acero,Canelones,tarde,L-1,PR-04,0
MQ-0382,6.0,56.3,50.0,acero,Salto,mañana,L-2,PR-05,0
MQ-0818,3.8,28.7,67.2,polímero,Montevideo,tarde,L-3,PR-07,0
MQ-0201,9.6,49.1,49.5,acero,Canelones,tarde,L-1,PR-03,1
MQ-0597,11.8,49.0,62.0,polímero,Canelones,tarde,L-4,PR-04,1
MQ-0986,1.3,24.0,60.7,acero,Montevideo,noche,L-5,PR-07,0
MQ-1141,3.2,49.4,44.5,acero,Paysandú,mañana,L-3,PR-04,0
MQ-1192,14.7,63.2,57.2,aluminio,Paysandú,mañana,L-4,PR-11,1
MQ-0697,4.3,54.0,57.1,polímero,Rivera,tarde,L-1,PR-01,1
MQ-0506,11.6,59.8,62.9,acero,Montevideo,mañana,L-6,PR-11,1
MQ-0349,1.7,20.2,69.5,acero,Salto,tarde,L-3,PR-10,0
MQ-1195,5.9,69.1,68.1,aluminio,Canelones,mañana,L-4,PR-04,0
MQ-0341,1.2,57.1,69.3,acero,Rivera,tarde,L-5,PR-07,0
MQ-0616,7.4,48.4,46.2,acero,Salto,tarde,L-4,PR-10,0
MQ-0155,0.3,50.2,54.0,aluminio,Montevideo,noche,L-3,PR-12,1
MQ-1145,6.1,41.5,77.7,aluminio,Rivera,mañana,L-1,PR-08,0
MQ-0768,6.7,41.0,59.3,polímero,Montevideo,tarde,L-3,PR-01,0
MQ-1036,8.5,49.9,72.6,acero,Paysandú,mañana,L-5,PR-10,1
MQ-0288,3.8,41.7,53.2,acero,Rivera,mañana,L-4,PR-07,0
MQ-0323,6.7,26.5,65.1,acero,Canelones,noche,L-1,PR-08,0
MQ-0826,8.9,50.2,61.3,acero,Canelones,mañana,L-6,PR-02,1
MQ-0825,10.3,42.2,54.3,polímero,Salto,noche,L-1,PR-01,1
MQ-0802,11.0,46.8,52.3,polímero,Paysandú,mañana,L-6,PR-04,1
MQ-0083,8.3,75.5,70.7,aluminio,Canelones,mañana,L-1,PR-04,1
MQ-0799,5.8,76.5,50.4,acero,Montevideo,noche,L-5,PR-08,0
MQ-0465,6.9,57.2,57.0,acero,Montevideo,mañana,L-2,PR-08,0
MQ-1027,15.4,80.0,58.7,polímero,Salto,tarde,L-1,PR-05,1
MQ-0762,11.4,19.3,53.8,aluminio,Canelones,tarde,L-3,PR-02,0
MQ-1173,6.1,58.3,64.3,acero,Salto,noche,L-3,PR-01,0
MQ-0885,2.2,42.8,55.3,acero,Paysandú,noche,L-2,PR-04,0
MQ-0334,5.9,53.1,59.5,polímero,Salto,noche,L-4,PR-01,1
MQ-0011,9.3,44.4,53.1,aluminio,Rivera,tarde,L-6,PR-11,1
MQ-0471,2.2,41.8,56.5,acero,Paysandú,tarde,L-6,PR-01,0
MQ-0033,10.5,43.7,53.0,aluminio,Paysandú,noche,L-3,PR-09,1
MQ-1150,3.9,30.5,72.1,polímero,Rivera,tarde,L-5,PR-03,0
MQ-0414,14.3,43.8,60.0,aluminio,Montevideo,noche,L-2,PR-08,1
MQ-0581,16.6,42.9,52.8,polímero,Montevideo,tarde,L-2,PR-11,1
MQ-0383,2.4,31.0,58.7,acero,Montevideo,tarde,L-2,PR-12,0
MQ-0829,5.1,52.4,48.7,acero,Montevideo,mañana,L-6,PR-02,0
MQ-0898,4.4,43.2,56.7,aluminio,Paysandú,tarde,L-1,PR-03,0
MQ-1178,4.4,36.4,69.8,acero,Rivera,mañana,L-6,PR-11,1
MQ-0841,4.6,44.5,56.8,aluminio,Montevideo,noche,L-1,PR-12,0
MQ-1143,6.0,22.9,54.7,aluminio,Montevideo,mañana,L-4,PR-01,0
MQ-0379,3.5,45.1,53.6,aluminio,Canelones,mañana,L-1,PR-09,0
MQ-0090,1.1,36.0,51.1,aluminio,Canelones,mañana,L-2,PR-12,0
MQ-0798,3.3,79.5,48.9,acero,Canelones,mañana,L-2,PR-01,0
MQ-0602,7.3,47.3,66.5,acero,Rivera,mañana,L-4,PR-03,0
MQ-0214,2.6,28.8,51.3,aluminio,Salto,tarde,L-3,PR-11,0
MQ-0333,12.7,33.3,54.6,aluminio,Montevideo,tarde,L-2,PR-07,1
MQ-0134,15.2,46.1,41.0,acero,Montevideo,noche,L-5,PR-06,1
MQ-0347,4.0,27.6,60.7,acero,Montevideo,tarde,L-2,PR-01,0
MQ-0862,9.6,40.7,55.8,acero,Montevideo,noche,L-3,PR-07,1
MQ-0008,7.5,36.1,52.2,acero,Paysandú,noche,L-2,PR-02,0
MQ-1135,5.3,34.6,64.0,acero,Paysandú,mañana,L-5,PR-02,0
MQ-0321,3.9,64.3,75.6,acero,Rivera,mañana,L-5,PR-12,0
MQ-1048,1.1,25.9,33.1,acero,Canelones,mañana,L-6,PR-06,0
MQ-0188,1.4,34.0,72.0,acero,Rivera,noche,L-1,PR-03,0
MQ-0982,4.6,47.0,55.3,acero,Paysandú,tarde,L-2,PR-06,0
MQ-0553,10.2,53.0,59.2,acero,Montevideo,noche,L-2,PR-11,0
MQ-0305,18.0,26.1,67.1,aluminio,Canelones,mañana,L-6,PR-02,0
MQ-0032,6.2,40.1,38.4,acero,Salto,noche,L-1,PR-11,0
MQ-0838,9.9,53.3,63.4,aluminio,Montevideo,noche,L-4,PR-09,1
MQ-0685,2.2,27.1,57.3,acero,Canelones,mañana,L-2,PR-02,0
MQ-1182,18.0,56.8,56.2,acero,Montevideo,tarde,L-4,PR-05,0
MQ-0241,17.3,22.2,41.1,polímero,Canelones,tarde,L-6,PR-03,1
MQ-1003,2.2,23.7,70.5,acero,Rivera,mañana,L-6,PR-03,0
MQ-0175,13.2,56.9,63.0,aluminio,Rivera,mañana,L-5,PR-07,1
MQ-0246,4.1,41.4,53.9,aluminio,Canelones,mañana,L-2,PR-10,0
MQ-0057,7.2,41.6,52.8,acero,Montevideo,mañana,L-6,PR-05,1
MQ-0631,13.5,71.9,62.6,acero,Canelones,noche,L-3,PR-10,1
MQ-0584,6.8,56.7,66.5,acero,Montevideo,tarde,L-5,PR-03,0
MQ-1029,3.7,22.8,53.1,acero,Canelones,mañana,L-5,PR-06,0
MQ-0146,6.4,54.6,67.0,polímero,Montevideo,mañana,L-6,PR-09,1
MQ-0091,4.8,47.5,57.2,acero,Montevideo,tarde,L-1,PR-04,0
MQ-1118,9.6,61.8,48.9,acero,Rivera,mañana,L-3,PR-11,1
MQ-0393,8.1,42.8,61.1,aluminio,Rivera,tarde,L-5,PR-10,0
MQ-0683,11.8,22.8,55.9,aluminio,Canelones,mañana,L-3,PR-04,0
MQ-0311,4.3,35.9,50.8,polímero,Montevideo,noche,L-6,PR-07,0
MQ-0360,4.7,74.2,67.6,aluminio,Salto,tarde,L-2,PR-01,1
MQ-0094,2.5,41.4,41.2,aluminio,Montevideo,tarde,L-2,PR-02,0
MQ-0957,3.0,40.1,60.7,acero,Canelones,mañana,L-5,PR-09,0
MQ-1028,3.0,32.6,41.6,aluminio,Rivera,noche,L-1,PR-08,0
MQ-0377,11.1,18.3,52.1,polímero,Canelones,tarde,L-1,PR-12,0
MQ-0244,8.4,33.9,65.4,polímero,Salto,mañana,L-2,PR-10,0
MQ-1080,3.1,42.8,53.2,acero,Montevideo,tarde,L-1,PR-01,0
MQ-0088,3.6,55.4,56.7,polímero,Canelones,mañana,L-6,PR-02,1
MQ-0215,4.3,40.1,76.2,polímero,Paysandú,mañana,L-1,PR-04,0
MQ-0445,7.2,8.5,38.1,aluminio,Rivera,noche,L-4,PR-02,1
MQ-0174,4.2,67.8,59.9,aluminio,Salto,mañana,L-2,PR-06,1
MQ-0426,5.6,37.5,74.4,polímero,Canelones,tarde,L-2,PR-08,0
MQ-1152,4.6,54.0,65.4,polímero,Salto,tarde,L-6,PR-06,1
MQ-0119,13.0,62.9,56.3,aluminio,Salto,mañana,L-4,PR-02,1
MQ-0120,6.1,40.8,54.7,acero,Rivera,tarde,L-4,PR-02,0
MQ-0916,5.6,33.7,42.0,polímero,Rivera,mañana,L-3,PR-02,0
MQ-0875,3.4,29.2,52.6,acero,Canelones,noche,L-3,PR-12,0
MQ-0001,1.4,49.2,67.2,aluminio,Canelones,tarde,L-6,PR-07,1
MQ-0395,5.8,45.0,53.9,acero,Canelones,mañana,L-4,PR-07,0
MQ-0402,10.0,40.9,51.1,acero,Montevideo,mañana,L-5,PR-05,1
MQ-0405,4.1,27.2,63.0,polímero,Paysandú,noche,L-2,PR-07,0
MQ-0843,18.0,52.9,52.0,aluminio,Canelones,mañana,L-6,PR-11,1
MQ-0854,2.6,62.7,66.0,aluminio,Montevideo,mañana,L-2,PR-05,1
MQ-0163,3.4,39.4,68.5,acero,Montevideo,mañana,L-4,PR-08,0
MQ-0115,14.0,37.3,75.0,aluminio,Montevideo,tarde,L-6,PR-07,1
MQ-0671,4.9,47.2,57.2,acero,Paysandú,tarde,L-2,PR-10,0
MQ-0151,13.1,52.7,54.5,aluminio,Salto,mañana,L-4,PR-07,1
MQ-1160,13.6,34.3,49.3,aluminio,Montevideo,noche,L-1,PR-09,1
MQ-0792,2.9,52.1,56.7,acero,Paysandú,noche,L-1,PR-06,0
MQ-1189,11.2,18.6,64.0,aluminio,Rivera,tarde,L-4,PR-02,0
MQ-0369,4.3,51.3,43.9,acero,Canelones,tarde,L-1,PR-09,0
MQ-0544,5.6,41.0,69.0,acero,Montevideo,mañana,L-2,PR-06,0
MQ-0478,3.5,60.5,51.2,aluminio,Montevideo,tarde,L-5,PR-12,1
MQ-1132,15.4,37.9,62.4,acero,Canelones,mañana,L-6,PR-11,1
MQ-0533,2.1,35.7,50.6,polímero,Salto,mañana,L-3,PR-09,0
MQ-0626,5.7,49.6,38.9,acero,Canelones,tarde,L-6,PR-05,0
MQ-0977,6.8,45.7,70.2,polímero,Canelones,mañana,L-1,PR-03,0
MQ-0513,4.8,30.5,46.9,aluminio,Salto,tarde,L-1,PR-01,0
MQ-0807,6.8,39.1,55.6,acero,Montevideo,mañana,L-2,PR-11,0
MQ-0073,5.7,40.5,64.5,aluminio,Salto,tarde,L-4,PR-11,0
MQ-0259,13.8,72.9,44.6,polímero,Paysandú,mañana,L-1,PR-10,0
MQ-0625,4.3,45.0,39.4,polímero,Salto,noche,L-2,PR-02,0
MQ-0235,6.6,34.5,57.3,acero,Canelones,noche,L-6,PR-08,0
MQ-0136,10.1,58.0,67.5,aluminio,Rivera,tarde,L-2,PR-10,1
MQ-0617,4.4,40.9,74.0,polímero,Canelones,mañana,L-6,PR-07,0
MQ-0517,6.2,28.1,55.5,aluminio,Canelones,noche,L-5,PR-06,0
MQ-1062,7.3,39.2,62.3,acero,Montevideo,tarde,L-3,PR-05,0
MQ-0803,7.0,39.6,51.1,polímero,Montevideo,mañana,L-6,PR-04,0
MQ-0810,8.6,29.2,72.8,polímero,Montevideo,mañana,L-6,PR-09,0
MQ-0593,6.7,50.9,63.0,acero,Rivera,tarde,L-1,PR-01,0
MQ-1072,6.0,40.7,45.4,acero,Paysandú,tarde,L-2,PR-02,0
MQ-0502,4.4,34.0,51.8,acero,Canelones,mañana,L-2,PR-11,0
MQ-0539,4.1,46.9,66.2,acero,Canelones,tarde,L-3,PR-07,0
MQ-1190,9.3,50.2,52.4,acero,Salto,tarde,L-1,PR-12,1
MQ-0729,4.9,33.9,61.1,aluminio,Canelones,noche,L-6,PR-11,0
MQ-0582,1.7,48.2,49.5,aluminio,Paysandú,tarde,L-6,PR-03,1
MQ-0344,9.8,41.3,50.6,polímero,Paysandú,mañana,L-6,PR-03,1
MQ-1078,5.0,52.9,63.1,acero,Montevideo,mañana,L-1,PR-04,0
MQ-0864,7.2,52.0,54.2,acero,Paysandú,mañana,L-5,PR-05,0
MQ-0294,3.3,49.6,59.0,acero,Montevideo,tarde,L-1,PR-08,0
MQ-0365,16.8,69.5,55.9,polímero,Canelones,tarde,L-2,PR-07,1
MQ-0861,8.8,47.8,48.3,aluminio,Montevideo,tarde,L-5,PR-06,1
MQ-0660,1.4,19.0,46.5,acero,Montevideo,tarde,L-3,PR-12,0
MQ-0015,14.7,31.3,60.1,aluminio,Salto,tarde,L-6,PR-08,0
MQ-0687,4.5,33.8,53.5,polímero,Rivera,mañana,L-5,PR-08,0
MQ-0087,9.1,48.0,56.6,aluminio,Canelones,mañana,L-5,PR-09,1
MQ-0371,2.6,43.9,56.9,acero,Montevideo,tarde,L-4,PR-12,0
MQ-0166,13.9,55.4,72.3,polímero,Rivera,mañana,L-6,PR-05,1
MQ-0132,5.0,43.9,63.2,polímero,Canelones,mañana,L-5,PR-12,0
MQ-0336,11.5,24.3,46.3,acero,Montevideo,tarde,L-4,PR-09,0
MQ-0060,18.0,24.5,53.5,polímero,Salto,mañana,L-3,PR-05,0
MQ-0710,10.4,10.4,41.0,polímero,Canelones,tarde,L-2,PR-10,0
MQ-0677,5.0,53.9,49.2,aluminio,Montevideo,tarde,L-3,PR-01,1
MQ-0355,5.9,46.8,42.7,aluminio,Paysandú,tarde,L-2,PR-04,0
MQ-0969,11.1,35.8,57.9,polímero,Rivera,mañana,L-5,PR-11,1
MQ-0425,3.5,70.4,80.0,acero,Salto,mañana,L-1,PR-06,0
MQ-0293,15.2,42.3,59.3,acero,Salto,mañana,L-4,PR-11,1
MQ-0042,7.2,60.1,62.3,polímero,Montevideo,mañana,L-6,PR-11,1
MQ-0330,0.4,43.9,51.3,aluminio,Rivera,noche,L-2,PR-08,0
MQ-0615,11.5,63.0,54.8,aluminio,Paysandú,noche,L-2,PR-04,1
MQ-0430,8.6,62.4,63.3,aluminio,Canelones,tarde,L-5,PR-04,0
MQ-0080,8.7,33.8,64.9,aluminio,Montevideo,mañana,L-4,PR-01,1
MQ-0694,6.7,33.7,57.6,acero,Paysandú,tarde,L-2,PR-05,0
MQ-0029,2.8,65.1,66.0,aluminio,Paysandú,noche,L-3,PR-10,1
MQ-0708,17.3,62.1,78.8,acero,Rivera,noche,L-2,PR-02,1
MQ-0906,5.1,54.9,52.0,acero,Canelones,tarde,L-5,PR-01,0
MQ-0900,18.0,39.7,73.1,acero,Canelones,tarde,L-1,PR-06,1
MQ-0255,5.1,40.4,48.7,acero,Paysandú,tarde,L-5,PR-10,0
MQ-0161,4.7,46.2,56.8,polímero,Montevideo,noche,L-2,PR-07,0
MQ-0459,3.3,58.7,56.7,acero,Montevideo,mañana,L-3,PR-08,0
MQ-0384,16.8,46.5,46.6,aluminio,Canelones,tarde,L-5,PR-03,1
MQ-0314,13.8,73.5,67.6,polímero,Salto,tarde,L-3,PR-02,1
MQ-0085,4.4,42.9,63.0,acero,Montevideo,tarde,L-1,PR-01,0
MQ-0575,6.9,48.9,54.9,acero,Canelones,tarde,L-3,PR-08,0
MQ-0763,5.3,40.9,61.8,acero,Paysandú,tarde,L-3,PR-06,0
MQ-0137,8.3,45.6,65.6,aluminio,Canelones,tarde,L-6,PR-11,1
MQ-0112,4.8,35.3,44.3,acero,Rivera,mañana,L-2,PR-03,0
MQ-0195,6.8,60.2,50.7,polímero,Paysandú,tarde,L-6,PR-12,1
MQ-0853,15.2,52.1,57.1,acero,Montevideo,mañana,L-4,PR-10,1
MQ-0179,8.6,57.2,68.5,aluminio,Rivera,tarde,L-1,PR-07,1
MQ-0556,11.7,42.1,48.0,aluminio,Salto,mañana,L-1,PR-08,1
MQ-0724,7.5,66.4,56.1,polímero,Montevideo,noche,L-6,PR-02,1
MQ-0996,6.4,43.9,57.4,acero,Rivera,mañana,L-3,PR-11,0
MQ-0497,7.2,43.0,53.2,acero,Salto,mañana,L-6,PR-12,0
MQ-0867,3.0,56.9,64.6,polímero,Montevideo,noche,L-5,PR-11,1
MQ-0806,5.6,55.5,61.8,aluminio,Montevideo,mañana,L-3,PR-07,1
MQ-0130,8.6,47.4,59.3,acero,Rivera,noche,L-2,PR-10,1
MQ-0716,2.1,54.1,50.5,polímero,Salto,noche,L-2,PR-04,1
MQ-0338,3.8,57.6,66.2,acero,Montevideo,tarde,L-1,PR-08,0
MQ-1191,4.1,34.1,67.8,polímero,Rivera,mañana,L-2,PR-03,0
MQ-0609,18.0,37.5,64.9,polímero,Montevideo,tarde,L-1,PR-11,1
MQ-0125,7.4,45.8,45.0,acero,Paysandú,noche,L-4,PR-09,0
MQ-0196,18.0,53.9,67.9,acero,Salto,noche,L-4,PR-11,0
MQ-0227,6.8,39.8,64.6,polímero,Salto,mañana,L-5,PR-06,0
MQ-0690,13.3,40.7,58.2,polímero,Canelones,noche,L-2,PR-04,1
MQ-0269,9.4,46.9,48.5,polímero,Canelones,noche,L-6,PR-08,1
MQ-0153,16.5,73.3,51.4,acero,Canelones,tarde,L-1,PR-01,1
MQ-0585,3.0,45.4,70.3,acero,Montevideo,mañana,L-6,PR-03,0
MQ-0104,11.8,32.4,55.6,acero,Canelones,tarde,L-4,PR-02,1
MQ-0594,9.7,33.2,50.8,acero,Canelones,tarde,L-5,PR-09,1
MQ-1101,11.8,23.7,44.8,acero,Montevideo,mañana,L-1,PR-12,0
MQ-0787,9.0,41.3,58.3,polímero,Montevideo,mañana,L-2,PR-08,1
MQ-1124,4.5,57.6,58.4,aluminio,Canelones,noche,L-3,PR-01,1
MQ-0777,8.7,61.9,58.8,aluminio,Paysandú,mañana,L-1,PR-04,1
MQ-0908,2.6,22.7,59.0,acero,Canelones,mañana,L-4,PR-10,0
MQ-0850,12.5,40.1,73.6,polímero,Canelones,noche,L-6,PR-09,1
MQ-0228,5.0,47.7,69.6,aluminio,Canelones,tarde,L-3,PR-12,0
MQ-1123,8.1,25.5,56.1,acero,Salto,mañana,L-5,PR-10,0
MQ-0302,8.4,50.8,71.1,aluminio,Montevideo,mañana,L-3,PR-04,1
MQ-0855,1.8,49.6,65.3,aluminio,Canelones,tarde,L-4,PR-08,1
MQ-0276,8.2,35.4,64.4,aluminio,Montevideo,mañana,L-4,PR-11,0
MQ-0127,18.0,23.4,79.3,acero,Paysandú,tarde,L-6,PR-05,1
MQ-0406,4.3,17.3,47.7,aluminio,Canelones,mañana,L-4,PR-12,0
MQ-0776,5.4,34.4,55.9,acero,Paysandú,tarde,L-4,PR-06,0
MQ-0822,4.8,47.3,50.7,acero,Paysandú,tarde,L-4,PR-05,0
MQ-0712,5.7,22.0,63.7,acero,Canelones,mañana,L-2,PR-12,0
MQ-0766,10.5,44.1,52.3,polímero,Montevideo,noche,L-3,PR-10,1
MQ-0684,7.7,26.0,67.9,polímero,Montevideo,noche,L-5,PR-07,0
MQ-0750,6.4,31.8,66.4,aluminio,Salto,mañana,L-4,PR-04,0
MQ-1126,3.0,38.7,66.8,acero,Montevideo,tarde,L-4,PR-11,0
MQ-0037,10.8,51.6,55.3,acero,Canelones,tarde,L-6,PR-09,1
MQ-0140,0.3,31.1,50.0,acero,Salto,noche,L-6,PR-05,0
MQ-0304,5.6,41.4,51.5,acero,Montevideo,mañana,L-1,PR-03,0
MQ-0268,7.1,41.1,68.4,polímero,Montevideo,noche,L-3,PR-01,0
MQ-0835,3.8,47.8,61.3,acero,Salto,noche,L-3,PR-06,0
MQ-0534,8.9,26.9,67.8,aluminio,Montevideo,mañana,L-2,PR-09,0
MQ-0546,8.3,28.8,62.2,aluminio,Salto,tarde,L-5,PR-07,1
MQ-0213,4.8,70.2,63.9,aluminio,Rivera,tarde,L-1,PR-09,1
MQ-0897,6.3,52.3,64.9,polímero,Salto,tarde,L-4,PR-09,1
MQ-0469,0.9,46.8,58.9,acero,Montevideo,noche,L-2,PR-01,0
MQ-0199,10.1,63.4,59.8,acero,Salto,noche,L-5,PR-11,1
MQ-0868,9.1,65.9,69.7,aluminio,Rivera,mañana,L-6,PR-10,1
MQ-0673,12.4,30.8,56.6,acero,Rivera,noche,L-1,PR-10,1
MQ-0528,4.9,27.1,61.3,polímero,Montevideo,mañana,L-1,PR-11,0
MQ-0676,18.0,46.0,66.2,acero,Paysandú,tarde,L-1,PR-08,1
MQ-1056,16.6,22.1,51.6,acero,Paysandú,mañana,L-2,PR-02,1
MQ-0815,11.8,31.2,55.2,aluminio,Montevideo,mañana,L-2,PR-09,0
MQ-0242,2.6,63.9,67.9,aluminio,Montevideo,mañana,L-6,PR-09,1
MQ-0343,13.5,53.3,54.4,acero,Paysandú,noche,L-2,PR-09,1
MQ-0550,6.9,49.4,69.3,acero,Canelones,tarde,L-6,PR-04,0
MQ-0387,2.5,47.1,60.3,polímero,Canelones,mañana,L-6,PR-01,0
MQ-1105,11.3,49.0,50.4,acero,Montevideo,tarde,L-4,PR-11,1
MQ-0207,4.7,48.1,49.1,polímero,Canelones,tarde,L-1,PR-01,1
MQ-0296,10.1,24.1,56.8,acero,Montevideo,mañana,L-4,PR-10,1
MQ-0696,13.0,55.8,63.4,polímero,Montevideo,noche,L-3,PR-12,1
MQ-1041,10.8,42.3,58.1,aluminio,Montevideo,tarde,L-1,PR-08,1
MQ-0074,10.8,45.8,66.9,acero,Salto,tarde,L-1,PR-09,1
MQ-0606,3.6,24.1,46.8,polímero,Rivera,tarde,L-4,PR-04,0
MQ-0105,10.6,34.5,49.6,acero,Montevideo,mañana,L-5,PR-04,1
MQ-0952,4.0,43.8,55.7,acero,Canelones,noche,L-2,PR-02,0
MQ-1049,6.9,78.1,63.4,acero,Canelones,noche,L-5,PR-03,0
MQ-1171,2.8,31.3,49.1,acero,Salto,mañana,L-5,PR-05,0
MQ-0017,5.4,38.3,51.9,aluminio,Montevideo,noche,L-6,PR-03,0
MQ-0440,18.0,41.7,54.2,polímero,Rivera,tarde,L-4,PR-10,1
MQ-0092,5.1,75.9,64.5,acero,Canelones,noche,L-2,PR-05,0
MQ-0089,10.8,52.9,54.0,polímero,Montevideo,noche,L-3,PR-02,1
MQ-1040,17.7,55.0,53.7,acero,Rivera,tarde,L-4,PR-12,1
MQ-0909,5.0,31.6,60.4,acero,Canelones,noche,L-6,PR-07,0
MQ-0451,2.7,47.7,60.0,aluminio,Rivera,tarde,L-4,PR-05,0
MQ-0718,5.2,36.5,55.7,acero,Canelones,tarde,L-6,PR-10,0
MQ-0103,18.0,41.9,52.3,acero,Montevideo,noche,L-6,PR-11,1
MQ-0239,8.6,37.6,62.2,acero,Salto,mañana,L-1,PR-06,1
MQ-1043,6.8,57.3,63.7,polímero,Canelones,noche,L-1,PR-10,0
MQ-0943,9.9,54.2,51.1,aluminio,Montevideo,noche,L-5,PR-01,1
MQ-0247,18.0,33.7,61.1,acero,Canelones,tarde,L-6,PR-11,1
MQ-0939,10.5,69.7,66.5,acero,Montevideo,tarde,L-6,PR-08,1
MQ-0984,8.8,53.7,41.3,polímero,Canelones,tarde,L-2,PR-03,0
MQ-0158,10.6,28.5,62.3,aluminio,Canelones,mañana,L-3,PR-05,0
MQ-0480,11.8,52.6,73.0,acero,Montevideo,tarde,L-4,PR-07,1
MQ-0839,15.4,55.3,53.6,aluminio,Paysandú,mañana,L-6,PR-02,1
MQ-0646,14.2,42.0,57.1,aluminio,Montevideo,noche,L-6,PR-05,0
MQ-0006,9.2,39.9,55.6,aluminio,Paysandú,mañana,L-4,PR-03,1
MQ-1079,1.8,45.9,64.4,acero,Canelones,tarde,L-3,PR-09,0
MQ-0872,6.4,47.9,55.1,aluminio,Montevideo,tarde,L-6,PR-02,0
MQ-0019,3.0,35.3,49.2,polímero,Salto,noche,L-6,PR-10,0
MQ-0973,5.6,51.9,64.2,acero,Montevideo,tarde,L-3,PR-01,0
MQ-0122,8.2,30.3,62.5,acero,Paysandú,noche,L-4,PR-06,0
MQ-0947,8.1,43.1,57.9,aluminio,Montevideo,mañana,L-3,PR-08,0
MQ-0662,2.8,34.1,70.8,acero,Canelones,mañana,L-5,PR-02,0
MQ-0972,5.9,12.9,41.5,polímero,Montevideo,mañana,L-6,PR-04,0
MQ-0275,2.5,25.0,42.2,aluminio,Canelones,mañana,L-3,PR-08,0
MQ-0434,11.5,60.1,50.9,acero,Canelones,tarde,L-5,PR-06,1
MQ-0812,6.7,48.0,60.0,aluminio,Salto,noche,L-1,PR-09,0
MQ-1131,3.4,36.9,52.5,aluminio,Rivera,mañana,L-3,PR-12,0
MQ-0312,4.4,48.2,73.2,polímero,Canelones,tarde,L-4,PR-06,1
MQ-1115,3.8,51.4,63.2,aluminio,Canelones,noche,L-3,PR-07,1
MQ-1127,7.0,79.0,61.2,polímero,Montevideo,mañana,L-4,PR-01,1
MQ-0781,5.3,47.4,67.7,acero,Canelones,tarde,L-3,PR-04,0
MQ-0547,17.0,56.7,57.5,polímero,Montevideo,noche,L-4,PR-02,1
MQ-0182,4.6,16.7,48.8,aluminio,Rivera,noche,L-5,PR-04,0
MQ-0185,1.3,48.4,63.0,aluminio,Canelones,tarde,L-4,PR-09,0
MQ-0407,8.9,43.2,73.4,acero,Rivera,noche,L-1,PR-11,1
