id_registro,id_maquina,planta,modelo_equipo,turno,antiguedad_meses,horas_operacion,n_mantenimientos_previos,temperatura_c,vibracion_mm_s,presion_bar,consumo_kwh,costo_reparacion_usd,fallo
1476,MQ-0156,Norte,XR-350,tarde,63.0,8944.0,0,81.95,2.731,6.59,712.0,,0
3602,MQ-0129,Oeste,BM-500,tarde,11.0,2620.0,3,66.63,2.157,6.97,493.0,,0
1139,MQ-0003,Sur,TL-120,tarde,26.0,2588.0,3,81.22,0.748,5.69,522.6,,0
1222,MQ-0114,Norte,TL-90,mañana,60.0,10451.0,4,61.79,3.405,7.35,612.1,,0
2734,MQ-0140,Sur,XR-350,mañana,29.0,4457.0,0,81.6,4.117,5.69,574.5,7117.95,1
381,MQ-0014,Este,XR-350,tarde,24.0,3232.0,3,82.15,2.839,5.89,569.3,,0
2985,MQ-0157,Norte,BM-500,mañana,24.0,7780.0,0,68.06,2.543,5.62,569.7,,0
3167,MQ-0052,Sur,XR-350,noche,20.0,641.0,1,83.34,2.321,7.33,573.5,,0
68,MQ-0042,Sur,XR-350,tarde,26.0,3214.0,2,68.48,2.348,6.71,391.5,,0
2361,MQ-0017,Norte,BM-500,mañana,21.0,4174.0,0,85.69,1.6,6.54,661.4,5489.07,1
2666,MQ-0013,Norte,XR-350,noche,16.0,50.0,0,83.15,,6.35,533.8,4829.15,1
1883,MQ-0089,Este,TL-90,tarde,75.0,12635.0,5,75.22,6.125,5.67,629.6,3066.59,1
478,MQ-0006,Este,TL-120,mañana,18.0,4167.0,1,78.74,2.503,6.29,521.3,,0
3575,MQ-0101,Sur,TL 90,mañana,98.0,13588.0,3,61.86,1.206,6.45,566.2,,0
4120,MQ-0016,Norte,BM-500,tarde,53.0,10135.0,6,60.27,1.623,5.48,583.7,,0
1173,MQ-0056,Norte,XR-350,mañana,62.0,8557.0,1,64.82,0.821,6.98,553.0,,0
426,MQ-0088,Norte,XR-200,tarde,89.0,13663.0,5,69.31,2.281,6.68,719.3,4615.31,1
2256,MQ-0123,Norte,xr200,mañana,129.0,21714.0,5,999.0,0.567,6.23,973.4,,0
1334,MQ-0135,Oeste,XR-350,tarde,67.0,9269.0,3,79.55,1.533,6.27,716.4,,0
200,MQ-0035,Sur,XR-350,mañana,43.0,8309.0,2,62.88,1.845,6.61,614.6,,0
2351,MQ-0146,Sur,TL-90,noche,39.0,6710.0,3,59.1,,6.32,453.4,,0
1939,MQ-0022,Oeste,tl90,tarde,74.0,11745.0,2,84.66,1.627,5.89,770.6,,0
144,MQ-0002,Este,BM-500,mañana,62.0,10944.0,4,83.52,2.596,6.32,726.0,,0
4139,MQ-0129,Sur,XR-200,tarde,107.0,18735.0,8,64.68,0.755,5.93,804.3,,0
250,MQ-0035,Norte,XR-350,mañana,42.0,6073.0,3,64.4,1.649,5.24,490.0,,0
2808,MQ-0040,Este,XR-350,mañana,7.0,50.0,1,,7.575,6.22,,1901.57,1
1455,MQ-0041,Este,tl120,mañana,42.0,4977.0,3,76.43,2.886,6.09,518.7,,0
2844,MQ-0156,Sur,TL 120,noche,33.0,6077.0,1,62.2,1.438,6.17,548.3,,0
418,MQ-0169,Sur,tl120,mañana,70.0,10987.0,2,60.04,1.351,4.79,578.6,,0
912,MQ-0169,Oeste,XR-350,tarde,25.0,4839.0,0,84.02,,6.48,714.2,,0
3177,MQ-0094,Norte,XR-350,noche,59.0,12561.0,2,67.21,1.598,4.74,665.9,,0
2636,MQ-0130,Norte,tl90,tarde,-68.0,12071.0,3,80.63,5.664,5.36,,2860.63,1
2496,MQ-0065,Norte,XR-350,mañana,61.0,8849.0,1,64.36,2.137,7.48,523.4,,0
2310,MQ-0150,Oeste,BM-500,tarde,25.0,7604.0,1,64.86,1.797,6.43,445.4,,0
2113,MQ-0056,Norte,TL-120,mañana,13.0,4627.0,1,63.67,1.506,6.27,,,0
3774,MQ-0107,Norte,TL-120,mañana,59.0,11149.0,1,66.97,,6.13,606.5,,0
2472,MQ-0102,Este,XR-200,mañana,13.0,2230.0,0,65.92,2.091,5.68,433.8,,0
1289,MQ-0167,Oeste,XR-200,tarde,129.0,1327620.0,3,84.34,2.345,6.69,976.7,5438.73,1
3543,MQ-0075,Este,XR 200,mañana,23.0,2287.0,0,82.89,0.926,6.72,640.8,,0
913,MQ-0097,Sur,XR-200,tarde,58.0,10628.0,2,70.24,1.642,5.12,559.5,,0
2941,MQ-0084,Norte,XR-200,mañana,22.0,1600.0,0,64.49,2.111,5.98,334.9,,0
766,MQ-0130,Sur,XR-350,tarde,81.0,13426.0,2,78.91,1.098,5.72,805.8,,0
2979,MQ-0085,Oeste,XR-350,tarde,37.0,3818.0,1,80.21,1.4,6.46,588.3,,0
147,MQ-0117,Sur,TL-90,tarde,53.0,9123.0,1,65.39,1.549,7.35,554.9,,0
1134,MQ-0037,Sur,XR-350,mañana,97.0,15470.0,6,64.09,1.948,6.27,668.5,2930.07,1
395,MQ-0080,Sur,tl90,mañana,61.0,10422.0,0,85.33,3.537,5.58,841.1,,0
2602,MQ-0017,Norte,XR-200,tarde,20.0,5131.0,1,65.36,1.18,6.02,539.1,,0
46,MQ-0177,Norte,xr200,tarde,88.0,14675.0,3,83.44,1.822,5.53,866.3,,0
2371,MQ-0026,Sur,XR-200,noche,20.0,1647.0,1,75.04,,5.46,441.5,2377.79,1
322,MQ-0109,Este,XR-200,mañana,31.0,3422.0,2,83.5,2.666,5.57,497.1,,0
2160,MQ-0057,Este,XR-200,mañana,31.0,7440.0,0,81.3,1.488,5.76,669.9,,0
1958,MQ-0113,Sur,XR-200,tarde,18.0,4994.0,1,,3.538,6.49,702.7,5556.52,1
2501,MQ-0108,Sur,XR-350,tarde,36.0,5135.0,2,,1.529,7.45,492.8,,0
3760,MQ-0096,Sur,tl90,noche,61.0,8054.0,1,83.07,2.103,5.83,664.1,,0
3893,MQ-0148,Este,xr200,tarde,92.0,17358.0,4,66.38,1.817,5.6,819.8,,0
2851,MQ-0046,Norte,XR-200,tarde,71.0,9956.0,9,77.72,0.9,5.95,646.2,,0
2072,MQ-0079,Norte,TL-120,mañana,30.0,4216.0,1,59.26,4.689,7.74,392.3,4823.93,1
3673,MQ-0153,Sur,TL-90,mañana,40.0,6701.0,3,85.01,2.66,4.73,710.3,,0
2365,MQ-0084,Norte,XR-200,tarde,29.0,568.0,1,67.07,3.123,6.37,,,0
931,MQ-0147,Oeste, TL-120 ,noche,45.0,6459.0,3,60.76,1.699,6.01,496.5,,0
2269,MQ-0142,Sur,TL-90,tarde,66.0,10367.0,3,72.83,3.184,5.98,647.5,,0
2853,MQ-0160,Este,TL-90,tarde,74.0,15972.0,2,67.24,3.416,5.83,858.8,,0
1946,MQ-0122,Oeste,XR-350,noche,54.0,7032.0,4,83.54,1.275,5.99,,,0
3574,MQ-0025,Sur,XR-200,tarde,29.0,3958.0,0,83.33,2.733,6.4,628.2,,0
3379,MQ-0109,Norte,tl90,noche,14.0,3725.0,0,63.14,1.838,6.03,401.5,,0
607,MQ-0046,Oeste,xr350,mañana,30.0,2738.0,3,72.08,1.316,6.19,508.4,,0
75,MQ-0128,Sur,TL 120,tarde,13.0,3565.0,1,68.1,1.716,6.77,452.2,,0
1765,MQ-0125,Norte,TL-90,mañana,64.0,7081.0,4,66.31,1.424,5.88,,,0
1323,MQ-0128,Este,xr200,tarde,59.0,8698.0,3,63.6,2.282,6.86,542.8,,0
1577,MQ-0003,Este,tl90,noche,52.0,7628.0,1,64.47,1.193,5.46,491.0,,0
114,MQ-0140,Oeste,XR-200,mañana,55.0,10327.0,3,80.18,1.563,6.84,641.7,,0
987,MQ-0102,Este,XR-200,noche,50.0,6190.0,2,65.03,,5.39,492.8,,0
3649,MQ-0039,Norte,bm500,mañana,54.0,9189.0,2,62.28,1.716,6.58,602.5,,0
748,MQ-0132,Sur,BM-500,tarde,58.0,4943.0,6,86.09,1.062,6.87,692.5,4599.24,1
1864,MQ-0133,Este,XR 350,noche,44.0,7277.0,2,81.32,,5.9,,,0
223,MQ-0106,Norte,TL-120,tarde,46.0,8889.0,1,65.48,2.869,7.0,533.3,,0
1349,MQ-0086,Oeste,XR-350,mañana,42.0,5203.0,2,73.89,4.666,6.23,554.8,,0
1503,MQ-0072,Sur,xr200,mañana,36.0,5664.0,0,58.58,1.401,6.33,495.4,,0
3663,MQ-0018,Norte,XR-200,noche,46.0,9074.0,5,67.04,2.014,7.35,573.5,,0
1666,MQ-0126,Oeste,TL-90,mañana,25.0,4355.0,0,79.08,4.445,6.21,610.5,,0
3732,MQ-0040,Sur,tl120,tarde,49.0,8528.0,3,63.3,1.216,5.41,521.1,,0
3181,MQ-0143,Sur, TL-120 ,noche,48.0,4484.0,1,86.19,1.287,6.84,638.9,,0
36,MQ-0162,Este,XR-200,mañana,12.0,2134.0,1,78.12,1.211,5.88,489.4,,0
831,MQ-0028,Norte,BM-500,tarde,60.0,12060.0,6,81.87,3.34,6.15,770.1,2711.12,1
4032,MQ-0147,Norte,TL-120,tarde,41.0,4582.0,2,79.41,1.593,6.61,612.0,,0
3559,MQ-0029,Norte, XR-200 ,mañana,71.0,12178.0,4,,6.903,6.28,845.9,1747.03,1
1762,MQ-0176,Norte,BM 500,tarde,50.0,6479.0,4,78.08,1.585,5.75,686.2,,0
348,MQ-0049,Sur,TL-90,mañana,33.0,216840.0,1,,1.617,7.37,613.4,,0
168,MQ-0055,Norte,TL-90,tarde,29.0,3475.0,1,82.56,1.249,6.76,458.7,,0
3801,MQ-0071,Sur,TL 120,tarde,35.0,5096.0,1,64.19,1.842,6.28,539.7,,0
117,MQ-0040,Sur,tl90,tarde,44.0,5829.0,0,,2.629,5.84,638.3,2400.19,1
531,MQ-0158,Sur,BM-500,tarde,55.0,9228.0,4,63.89,1.719,5.62,638.2,,0
1395,MQ-0138,Norte,BM-500,noche,15.0,3841.0,1,61.02,2.764,5.49,383.5,,0
3959,MQ-0060,Norte,XR 350,mañana,42.0,7937.0,3,79.91,1.821,6.46,671.5,,0
1029,MQ-0121,Oeste, XR-200 ,noche,70.0,9031.0,5,67.45,,6.75,624.5,,0
1642,MQ-0086,Norte,TL-120,noche,55.0,8934.0,5,58.93,2.022,6.48,564.1,,0
2865,MQ-0087,Norte,XR-200,mañana,93.0,16493.0,8,84.44,2.504,5.37,848.4,,0
2729,MQ-0022,Sur,XR-200,mañana,4.0,50.0,0,69.21,2.184,6.64,474.7,,0
3347,MQ-0122,Norte,XR-200,mañana,39.0,6192.0,0,61.52,2.022,7.16,461.7,,0
3635,MQ-0012,Sur,XR-350,noche,36.0,8282.0,1,75.71,,5.03,693.6,,0
3105,MQ-0150,Sur,TL-90,tarde,23.0,2183.0,4,65.62,1.379,6.12,471.1,,0
4048,MQ-0030,Oeste,TL 90,noche,23.0,3757.0,1,60.22,2.89,6.53,488.4,,0
3154,MQ-0086,Oeste,TL-90,tarde,16.0,1326.0,0,64.99,4.015,5.19,435.6,,0
1780,MQ-0139,Este,XR-350,mañana,45.0,7122.0,1,73.6,11.899,5.59,495.8,3150.29,1
1026,MQ-0057,Sur,TL-90,mañana,58.0,9084.0,2,78.13,2.22,6.45,659.5,,0
2721,MQ-0089,Oeste,TL-120,mañana,36.0,3886.0,1,70.71,,5.61,,,0
82,MQ-0107,Norte,XR-350,mañana,51.0,9413.0,1,62.95,1.821,7.14,629.1,,0
2532,MQ-0023,Sur,BM-500,mañana,42.0,6132.0,4,81.79,1.827,6.47,614.8,2828.17,1
2031,MQ-0073,Oeste,TL-120,noche,16.0,3055.0,0,90.53,,7.34,599.0,,0
3339,MQ-0124,Norte,BM-500,noche,38.0,8368.0,0,63.45,,5.46,506.0,,0
2707,MQ-0031,Sur,XR-200,mañana,43.0,4764.0,5,62.18,1.563,5.58,484.0,,0
1477,MQ-0072,Sur,XR-350,mañana,80.0,11862.0,2,82.86,1.521,5.48,802.7,,0
3041,MQ-0119,Norte,BM-500,mañana,50.0,10166.0,1,63.89,1.559,5.47,516.0,,0
2552,MQ-0125,Norte,BM-500,noche,62.0,8613.0,3,65.14,1.254,4.73,552.8,,0
1478,MQ-0026,Sur,XR-200,mañana,19.0,3996.0,0,81.48,2.066,6.28,725.3,4062.68,1
2934,MQ-0071,Norte,XR-200,noche,38.0,7335.0,2,77.73,3.549,5.7,589.8,,0
4142,MQ-0157,Sur,BM-500,noche,25.0,2232.0,0,68.13,,5.84,407.2,3992.58,1
2158,MQ-0166,Norte,TL-90,tarde,21.0,4235.0,1,69.8,2.639,5.72,528.5,,0
1887,MQ-0174,Este,XR-200,tarde,57.0,9808.0,5,63.25,1.411,4.98,572.3,,0
3775,MQ-0059,Oeste,XR-200,tarde,52.0,4744.0,4,84.37,1.608,6.82,585.8,,0
1630,MQ-0033,Norte,XR-350,tarde,47.0,10829.0,2,66.69,2.451,6.2,676.5,,0
3366,MQ-0135,Sur,BM 500,mañana,20.0,3161.0,1,65.0,2.308,6.01,382.3,,0
41,MQ-0082,Norte,XR-200,noche,50.0,8112.0,2,62.36,2.365,5.68,507.1,,0
1705,MQ-0124,Norte,TL-90,mañana,28.0,5897.0,2,66.07,1.598,6.15,517.3,,0
3866,MQ-0149,Sur,XR 200,noche,65.0,7288.0,5,84.51,,5.99,558.4,906.6,1
3330,MQ-0179,Este,XR-350,mañana,9.0,3224.0,0,87.07,2.316,5.63,631.8,,0
312,MQ-0075,Sur,XR-350,tarde,129.0,18925.0,4,61.16,1.977,5.23,,,0
1632,MQ-0050,Este,tl90,noche,21.0,5739.0,2,,,6.08,,,0
2603,MQ-0130,Sur,TL-90,tarde,64.0,11282.0,1,80.86,2.157,6.79,674.0,,0
2068,MQ-0161,Este,XR-200,tarde,41.0,5279.0,2,73.01,1.473,5.55,494.1,,0
1427,MQ-0059,Este,XR-200,mañana,58.0,8361.0,4,64.9,3.718,5.1,585.1,2931.08,1
2003,MQ-0003,Norte,TL-90,noche,46.0,7636.0,2,61.79,2.114,6.07,577.6,,0
358,MQ-0058,Oeste,tl90,noche,62.0,9357.0,2,65.05,,5.54,611.1,,0
2409,MQ-0093,Este,xr350,tarde,17.0,4001.0,0,63.94,3.081,7.07,,5315.46,1
4058,MQ-0113,Sur,XR-200,tarde,44.0,8868.0,0,68.18,2.752,5.82,562.8,,0
3619,MQ-0012,Norte,TL 90,noche,49.0,6197.0,5,61.97,1.715,6.45,535.0,,0
2929,MQ-0009,Norte,XR-200,mañana,25.0,3408.0,1,70.41,1.068,5.92,483.6,,0
1828,MQ-0019,Norte,BM-500,tarde,36.0,5674.0,0,61.25,1.267,4.38,522.9,,0
2441,MQ-0111,Sur,XR-350,mañana,56.0,7415.0,3,82.54,1.367,6.56,,,0
129,MQ-0171,Norte,TL-120,mañana,50.0,10834.0,3,69.84,1.431,6.19,572.1,,0
1010,MQ-0121,Este,BM-500,tarde,56.0,10516.0,5,59.93,1.356,5.92,596.4,,0
1814,MQ-0029,Sur,TL-120,tarde,32.0,6485.0,1,56.34,1.539,5.82,413.1,,0
2635,MQ-0093,Norte,BM-500,noche,25.0,2688.0,0,68.18,,4.81,437.7,,0
658,MQ-0052,Sur,xr350,mañana,17.0,1451.0,0,86.62,4.604,6.37,653.7,1827.65,1
1247,MQ-0127,Oeste,XR-200,noche,55.0,8066.0,3,60.13,,4.96,524.2,,0
4057,MQ-0066,Norte,XR 200,mañana,30.0,5418.0,3,,4.177,5.58,659.8,4227.34,1
202,MQ-0107,Norte,XR-350,noche,51.0,10920.0,3,65.49,,6.02,610.5,,0
4118,MQ-0005,Este,TL-120,tarde,40.0,3048.0,2,84.96,3.596,5.34,571.9,,0
1422,MQ-0111,Oeste,bm500,tarde,27.0,4334.0,0,69.38,,7.87,577.0,,0
3726,MQ-0074,Norte,XR-350,noche,19.0,4044.0,2,63.61,1.494,8.37,411.7,,0
3053,MQ-0145,Sur,TL-90,mañana,28.0,6003.0,1,71.55,2.327,5.11,585.9,,0
2419,MQ-0029,Norte,BM 500,noche,19.0,50.0,1,86.65,1.823,5.98,560.3,,0
2674,MQ-0080,Sur,XR-350,noche,27.0,2661.0,2,79.36,0.929,6.27,614.9,,0
2362,MQ-0076,Este, XR-200 ,mañana,29.0,4682.0,1,60.7,1.615,5.48,454.9,,0
3452,MQ-0043,Oeste,XR-200,tarde,27.0,4432.0,2,73.99,2.13,6.92,511.2,,0
594,MQ-0014,Norte,TL-120,tarde,72.0,12189.0,1,61.93,2.79,4.81,542.7,,0
971,MQ-0093,Oeste,xr200,noche,17.0,4536.0,2,70.71,1.16,5.48,476.3,,0
203,MQ-0117,Este, BM-500 ,noche,32.0,305940.0,1,68.05,1.784,6.17,,,0
3662,MQ-0164,Norte,bm500,tarde,17.0,4022.0,1,67.19,3.292,7.08,428.0,,0
1975,MQ-0023,Norte,BM-500,tarde,31.0,5762.0,2,64.85,2.041,5.04,413.5,,0
2902,MQ-0031,Sur,XR-200,noche,9.0,1140.0,0,67.28,1.817,5.58,406.9,,0
4107,MQ-0061,Norte,BM-500,noche,50.0,8490.0,2,60.53,1.94,5.69,457.9,,0
2796,MQ-0172,Este,XR-200,noche,29.0,5317.0,0,68.52,1.553,6.75,465.0,,0
2644,MQ-0169,Norte,TL-90,mañana,23.0,4224.0,1,82.75,1.708,6.67,,,0
1981,MQ-0011,Oeste,XR 200,tarde,63.0,5562.0,3,63.76,4.001,5.79,461.9,,0
2381,MQ-0114,Norte,TL-90,mañana,31.0,3322.0,1,64.68,3.152,6.75,396.4,,0
2375,MQ-0074,Norte,XR-200,mañana,41.0,8273.0,2,58.93,0.712,4.81,511.0,,0
3999,MQ-0106,Sur,XR-350,mañana,14.0,2315.0,0,67.53,1.369,6.2,515.7,,0
3608,MQ-0145,Este,XR-350,tarde,40.0,7610.0,1,63.31,2.074,5.96,536.7,,0
3588,MQ-0172,Este,XR-200,tarde,37.0,6587.0,1,83.13,1.208,4.89,552.9,,0
1188,MQ-0106,Oeste,xr350,noche,60.0,8744.0,2,62.64,0.971,5.57,527.5,,0
2330,MQ-0079,Sur,XR-350,mañana,68.0,11517.0,3,57.78,2.486,6.44,,,0
2343,MQ-0001,Este,xr350,tarde,74.0,10187.0,2,65.56,0.666,6.43,599.7,,0
352,MQ-0004,Sur,XR-350,mañana,37.0,5609.0,4,87.45,0.868,7.35,656.6,,0
1756,MQ-0037,Sur,BM-500,tarde,35.0,940.0,1,58.98,1.739,5.31,326.2,4018.67,1
1596,MQ-0172,Norte,tl90,noche,12.0,4397.0,0,63.65,,5.35,538.7,,0
43,MQ-0057,Norte,XR-350,mañana,39.0,4448.0,1,60.24,2.853,6.15,491.1,3540.33,1
2150,MQ-0161,Norte,TL 120,mañana,32.0,5205.0,1,65.66,1.445,5.39,549.4,,0
3724,MQ-0166,Sur,XR-350,mañana,55.0,6861.0,2,89.99,1.474,5.2,770.7,,0
1274,MQ-0087,Norte,TL-90,mañana,30.0,2902.0,1,79.05,2.451,6.93,489.7,,0
2183,MQ-0055,Oeste,XR-350,tarde,53.0,5532.0,1,79.62,2.201,5.34,657.4,,0
575,MQ-0135,Este,XR-350,mañana,94.0,10722.0,4,69.3,2.877,4.95,649.0,,0
1921,MQ-0008,Este,TL-120,noche,20.0,758.0,1,79.37,,5.89,541.1,,0
3818,MQ-0015,Norte,xr350,mañana,11.0,578.0,0,,1.829,4.88,403.9,,0
857,MQ-0132,Este,TL-90,tarde,24.0,5204.0,2,61.55,1.456,6.74,380.5,,0
2177,MQ-0136,Sur,XR-350,mañana,20.0,2208.0,0,79.24,1.27,6.28,585.0,,0
3039,MQ-0059,Norte,XR-350,tarde,45.0,6302.0,1,64.14,1.883,6.25,,,0
2048,MQ-0011,Sur,XR-350,noche,19.0,5695.0,1,62.62,2.071,6.73,492.9,,0
1809,MQ-0143,Norte,XR-350,tarde,44.0,6390.0,0,67.64,1.408,5.85,588.1,,0
3891,MQ-0066,Norte,TL-90,tarde,32.0,5405.0,0,70.49,2.726,5.62,623.3,,0
1899,MQ-0166,Este,XR-200,noche,67.0,9387.0,4,74.16,1.202,5.71,,,0
1847,MQ-0025,Este,BM-500,mañana,91.0,18765.0,2,71.12,1.021,6.65,819.5,,0
876,MQ-0173,Norte,xr350,mañana,49.0,6669.0,3,60.66,2.764,6.9,505.6,,0
104,MQ-0081,Norte,XR-350,mañana,42.0,4355.0,1,83.65,2.09,5.78,569.8,4736.22,1
2459,MQ-0012,Sur,XR-350,mañana,32.0,6132.0,0,74.91,1.439,6.32,582.2,,0
3560,MQ-0046,Sur,xr200,tarde,20.0,4808.0,1,82.83,1.968,6.22,582.4,,0
605,MQ-0013,Norte,xr350,noche,52.0,10783.0,3,66.86,2.212,5.25,682.2,,0
989,MQ-0013,Sur,TL-90,tarde,41.0,8522.0,2,79.31,1.136,6.52,660.6,,0
1234,MQ-0012,Oeste,XR-200,tarde,8.0,5754.0,2,70.22,1.316,6.77,534.0,,0
3447,MQ-0039,Oeste,XR-350,mañana,50.0,7898.0,1,61.64,2.335,6.95,515.9,,0
1434,MQ-0103,Norte,BM-500,noche,46.0,9133.0,0,71.77,,4.98,660.1,,0
385,MQ-0151,Oeste,TL-90,mañana,74.0,11560.0,2,66.58,1.349,5.65,561.8,,0
894,MQ-0010,Norte, TL-120 ,tarde,56.0,9594.0,3,82.26,2.12,7.81,654.7,,0
57,MQ-0010,Este,BM-500,mañana,57.0,10536.0,7,83.22,1.265,6.16,735.9,,0
712,MQ-0120,Sur,tl90,mañana,36.0,8943.0,2,,1.726,5.07,665.5,,0
2373,MQ-0069,Este,TL-90,mañana,49.0,8197.0,1,58.95,2.054,7.0,561.8,,0
4039,MQ-0007,Sur,xr350,tarde,34.0,4335.0,1,78.93,2.039,6.22,665.8,,0
356,MQ-0043,Este,XR-200,mañana,45.0,6046.0,2,63.85,1.133,6.7,490.1,,0
1843,MQ-0178,Norte,BM-500,mañana,21.0,6031.0,0,84.15,1.636,6.35,575.0,,0
2408,MQ-0069,Sur,XR-200,mañana,78.0,14748.0,4,62.42,1.638,7.01,594.7,,0
1019,MQ-0154,Oeste,xr200,tarde,8.0,2121.0,0,82.56,2.725,6.39,539.8,,0
3841,MQ-0078,Sur,XR-200,tarde,46.0,6457.0,4,63.82,,6.33,541.4,,0
308,MQ-0026,Norte,bm500,noche,78.0,13267.0,3,59.73,,6.74,592.1,,0
814,MQ-0062,Sur,tl120,tarde,10.0,3484.0,1,62.92,1.192,5.01,475.7,,0
42,MQ-0126,Norte,TL-90,tarde,85.0,10783.0,6,63.77,3.244,5.49,545.0,,0
2577,MQ-0033,Este,tl120,tarde,20.0,4588.0,0,73.41,1.171,5.74,460.0,,0
1406,MQ-0109,Sur,TL-120,mañana,94.0,12337.0,2,61.61,0.937,5.81,695.9,,0
1682,MQ-0148,Este,BM 500,mañana,26.0,4467.0,1,83.55,2.382,7.02,599.5,,0
883,MQ-0173,Sur,XR-350,noche,53.0,7496.0,0,64.82,2.554,5.26,646.0,,0
2718,MQ-0044,Sur,XR-350,mañana,44.0,6331.0,3,60.26,3.752,5.08,544.1,,0
699,MQ-0112,Sur,xr350,noche,42.0,6766.0,1,65.38,,5.55,527.0,,0
2777,MQ-0084,Sur,XR-200,tarde,41.0,5271.0,1,83.86,1.207,5.56,547.1,,0
3828,MQ-0160,Norte,XR-200,mañana,69.0,12632.0,3,73.92,1.942,6.93,749.2,4548.89,1
2052,MQ-0033,Norte,TL 90,noche,9.0,1639.0,0,70.46,1.726,5.55,455.5,,0
2791,MQ-0051,Norte,TL-90,tarde,5.0,50.0,0,83.92,1.457,5.8,503.7,,0
216,MQ-0146,Norte,XR-350,tarde,12.0,1685.0,1,78.66,1.08,8.23,541.0,,0
2147,MQ-0169,Norte, XR-200 ,mañana,26.0,3597.0,0,70.86,1.696,7.3,592.9,,0
3923,MQ-0144,Este,XR-350,noche,32.0,4165.0,0,57.87,0.859,6.17,403.0,,0
3485,MQ-0077,Norte,xr350,mañana,103.0,17884.0,3,80.73,3.939,6.22,913.0,4202.47,1
1371,MQ-0034,Este,xr200,noche,65.0,11544.0,4,66.78,1.384,5.77,,,0
1567,MQ-0119,Oeste,TL-90,mañana,40.0,8091.0,4,86.68,1.864,5.78,618.2,,0
4088,MQ-0134,Este,XR-200,tarde,70.0,13442.0,2,64.02,0.958,6.03,671.3,,0
4203,MQ-0091,Norte,XR-200,tarde,28.0,429.0,1,63.85,2.512,5.42,285.1,,0
2772,MQ-0170,Oeste, XR-200 ,mañana,21.0,3127.0,2,79.5,,5.34,438.9,,0
1517,MQ-0085,Sur,XR 200,tarde,44.0,7715.0,4,67.45,1.618,6.84,665.8,,0
2504,MQ-0081,Este,tl90,noche,29.0,6817.0,0,64.8,,6.04,494.2,,0
1767,MQ-0125,Norte,TL-120,mañana,44.0,6685.0,0,64.44,1.296,5.12,564.1,,0
2187,MQ-0145,Norte,TL-90,tarde,25.0,3057.0,0,66.68,1.016,6.44,481.6,,0
2873,MQ-0003,Este,xr200,tarde,58.0,7881.0,6,86.02,2.046,6.71,716.4,,0
1038,MQ-0029,Norte,XR-200,mañana,60.0,9450.0,1,,0.924,6.51,,,0
2438,MQ-0056,Sur,xr200,mañana,22.0,4895.0,1,62.33,3.261,6.24,470.3,,0
1511,MQ-0132,Norte,XR-200,mañana,23.0,5983.0,1,84.13,1.531,4.56,655.2,,0
412,MQ-0148,Oeste,XR 200,noche,13.0,3142.0,1,63.97,1.36,5.94,511.4,,0
3019,MQ-0084,Este,TL-120,tarde,59.0,13486.0,2,82.54,1.777,6.77,719.5,,0
1302,MQ-0091,Sur,TL-120,noche,25.0,4554.0,3,80.58,,7.29,658.5,,0
1297,MQ-0138,Sur,XR 200,mañana,30.0,6755.0,0,81.32,0.887,5.78,703.8,,0
2571,MQ-0083,Sur,TL-90,tarde,10.0,1549.0,0,85.24,1.13,7.52,546.3,,0
2931,MQ-0107,Sur,XR-200,mañana,46.0,7997.0,3,61.76,1.454,6.86,552.8,,0
2550,MQ-0029,Sur,xr200,mañana,35.0,7296.0,0,65.29,1.206,5.85,588.2,,0
4131,MQ-0113,Sur,TL-120,tarde,42.0,11011.0,2,85.12,1.427,7.15,753.5,,0
759,MQ-0110,Norte,TL-90,mañana,30.0,1510.0,1,65.75,1.475,6.34,435.6,,0
2368,MQ-0132,Norte,XR-200,noche,31.0,3729.0,1,75.84,3.205,6.8,521.1,,0
2477,MQ-0102,Este,TL-90,tarde,4.0,50.0,1,92.81,1.334,5.86,600.9,,0
2594,MQ-0023,Sur,TL-90,mañana,25.0,1252.0,0,80.04,1.34,7.33,546.0,,0
1318,MQ-0025,Norte,XR-350,tarde,14.0,3072.0,1,61.01,2.448,6.01,519.3,,0
74,MQ-0141,Norte,XR 200,noche,46.0,7926.0,4,79.06,,6.31,673.8,,0
26,MQ-0143,Sur,XR-350,noche,15.0,2282.0,0,64.93,1.842,5.42,376.8,,0
2590,MQ-0119,Norte,TL-120,noche,38.0,8382.0,1,71.4,,5.76,625.8,,0
1127,MQ-0152,Norte,tl90,mañana,16.0,6768.0,0,76.7,1.296,5.21,636.2,,0
1140,MQ-0051,Sur,XR-200,tarde,85.0,11541.0,3,64.31,2.866,7.51,548.5,,0
506,MQ-0136,Este, TL-120 ,tarde,28.0,3566.0,1,60.38,1.207,6.23,426.9,,0
1561,MQ-0092,Norte,TL-120,noche,81.0,12469.0,2,60.85,3.075,6.54,618.9,,0
3016,MQ-0155,Norte,XR-350,tarde,71.0,13311.0,2,62.95,1.497,6.83,662.6,,0
4183,MQ-0018,Oeste,XR 200,noche,32.0,5406.0,2,75.46,,6.71,495.0,2168.31,1
2976,MQ-0054,Este,XR-200,mañana,43.0,10767.0,0,66.07,1.416,6.11,606.9,,0
1121,MQ-0063,Sur,XR-200,tarde,52.0,12105.0,1,63.12,1.839,7.46,733.2,,0
